Name, time, alt, az
STARLINK-1292           , 2020-06-05 05:07:00+01:00, 62.42, 39.84
STARLINK-1341           , 2020-06-05 05:09:00+01:00, 53.11, 199.94
STARLINK-1029           , 2020-06-05 05:10:00+01:00, 71.58, 320.80
STARLINK-42             , 2020-06-05 05:11:00+01:00, 54.49, 44.36
STARLINK-1010           , 2020-06-05 05:11:00+01:00, 33.27, 141.51
STARLINK-1319           , 2020-06-05 05:12:00+01:00, 71.88, 113.36
STARLINK-1289           , 2020-06-05 05:13:00+01:00, 67.73, 15.30
STARLINK-1374           , 2020-06-05 05:13:00+01:00, 50.55, 197.85
STARLINK-48             , 2020-06-05 05:14:00+01:00, 75.07, 37.58
STARLINK-1028           , 2020-06-05 05:14:00+01:00, 32.40, 152.17
STARLINK-1303           , 2020-06-05 05:16:00+01:00, 68.51, 353.04
STARLINK-34             , 2020-06-05 05:17:00+01:00, 55.33, 304.15
STARLINK-1277           , 2020-06-05 05:17:00+01:00, 72.32, 102.62
STARLINK-1339           , 2020-06-05 05:17:00+01:00, 48.00, 197.39
STARLINK-62             , 2020-06-05 05:18:00+01:00, 57.97, 309.56
STARLINK-1021           , 2020-06-05 05:19:00+01:00, 34.58, 152.33
STARLINK-1311           , 2020-06-05 05:19:00+01:00, 51.79, 43.98
STARLINK-1312           , 2020-06-05 05:19:00+01:00, 66.18, 331.90
STARLINK-41             , 2020-06-05 05:20:00+01:00, 59.37, 28.86
STARLINK-25             , 2020-06-05 05:21:00+01:00, 38.14, 143.02
STARLINK-1306           , 2020-06-05 05:21:00+01:00, 84.32, 192.81
STARLINK-1377           , 2020-06-05 05:21:00+01:00, 45.75, 200.31
STARLINK-81             , 2020-06-05 05:22:00+01:00, 38.59, 140.49
STARLINK-1276           , 2020-06-05 05:22:00+01:00, 73.15, 93.74
STARLINK-54             , 2020-06-05 05:24:00+01:00, 41.15, 132.11
STARLINK-1019           , 2020-06-05 05:24:00+01:00, 36.94, 151.24
STARLINK-77             , 2020-06-05 05:25:00+01:00, 40.64, 151.91
STARLINK-1353           , 2020-06-05 05:25:00+01:00, 43.49, 200.58
STARLINK-1305           , 2020-06-05 05:27:00+01:00, 72.45, 84.11
STARLINK-55             , 2020-06-05 05:29:00+01:00, 54.56, 315.46
STARLINK-1012           , 2020-06-05 05:29:00+01:00, 39.38, 149.81
STARLINK-1375           , 2020-06-05 05:29:00+01:00, 41.24, 200.41
STARLINK-79             , 2020-06-05 05:30:00+01:00, 43.53, 144.42
STARLINK-26             , 2020-06-05 05:31:00+01:00, 65.99, 20.96
STARLINK-78             , 2020-06-05 05:32:00+01:00, 42.44, 128.22
STARLINK-1262           , 2020-06-05 05:32:00+01:00, 72.12, 76.08
STARLINK-57             , 2020-06-05 05:33:00+01:00, 46.12, 168.45
STARLINK-1350           , 2020-06-05 05:33:00+01:00, 39.33, 202.65
STARLINK-49             , 2020-06-05 05:35:00+01:00, 46.22, 140.44
STARLINK-27             , 2020-06-05 05:36:00+01:00, 45.36, 174.14
STARLINK-1300           , 2020-06-05 05:37:00+01:00, 72.69, 68.61
STARLINK-1352           , 2020-06-05 05:37:00+01:00, 37.55, 205.93
STARLINK-74             , 2020-06-05 05:38:00+01:00, 48.59, 156.28
STARLINK-1026           , 2020-06-05 05:39:00+01:00, 44.57, 148.72
STARLINK-39             , 2020-06-05 05:40:00+01:00, 48.37, 133.35
STARLINK-31             , 2020-06-05 05:41:00+01:00, 48.54, 176.59
STARLINK-28             , 2020-06-05 05:41:00+01:00, 65.93, 38.32
STARLINK-1368           , 2020-06-05 05:41:00+01:00, 35.79, 209.19
STARLINK-1295           , 2020-06-05 05:42:00+01:00, 70.26, 63.48
STARLINK-69             , 2020-06-05 05:43:00+01:00, 55.01, 162.83
STARLINK-1299           , 2020-06-05 05:43:00+01:00, 79.07, 310.62
STARLINK-1013           , 2020-06-05 05:44:00+01:00, 47.32, 148.19
STARLINK-21             , 2020-06-05 05:45:00+01:00, 50.63, 126.43
STARLINK-1369           , 2020-06-05 05:45:00+01:00, 34.04, 212.38
STARLINK-45             , 2020-06-05 05:46:00+01:00, 53.45, 187.88
STARLINK-1287           , 2020-06-05 05:47:00+01:00, 69.12, 58.92
STARLINK-71             , 2020-06-05 05:48:00+01:00, 59.33, 155.02
STARLINK-70             , 2020-06-05 05:48:00+01:00, 58.14, 148.88
STARLINK-1009           , 2020-06-05 05:49:00+01:00, 50.01, 144.80
STARLINK-1372           , 2020-06-05 05:49:00+01:00, 32.31, 215.66
STARLINK-76             , 2020-06-05 05:50:00+01:00, 51.79, 119.20
STARLINK-23             , 2020-06-05 05:51:00+01:00, 57.95, 167.60
STARLINK-1297           , 2020-06-05 05:52:00+01:00, 61.56, 325.98
STARLINK-32             , 2020-06-05 05:53:00+01:00, 58.11, 134.24
STARLINK-1378           , 2020-06-05 05:53:00+01:00, 30.60, 217.24
STARLINK-40             , 2020-06-05 05:54:00+01:00, 56.03, 189.36
STARLINK-1015           , 2020-06-05 05:54:00+01:00, 52.82, 143.23
STARLINK-1040           , 2020-06-05 05:54:00+01:00, 55.70, 263.73
STARLINK-1317           , 2020-06-05 05:54:00+01:00, 66.47, 33.35
STARLINK-44             , 2020-06-05 05:56:00+01:00, 62.19, 154.96
STARLINK-1302           , 2020-06-05 05:57:00+01:00, 66.69, 52.71
STARLINK-33             , 2020-06-05 05:58:00+01:00, 72.24, 11.86
STARLINK-37             , 2020-06-05 05:58:00+01:00, 64.53, 135.77
